SEASON,HOME_TEAM_GOAL,AWAY_TEAM_GOAL,LEAGUE_NAME,MATCH_API_ID
2008/2009,0,0,Netherlands Eredivisie,523900
2008/2009,2,1,Netherlands Eredivisie,523901
2008/2009,1,1,Netherlands Eredivisie,523902
2008/2009,0,1,Netherlands Eredivisie,523903
2008/2009,4,1,Netherlands Eredivisie,523904
2008/2009,1,1,Netherlands Eredivisie,523905
2008/2009,0,2,Netherlands Eredivisie,523906
2008/2009,1,2,Netherlands Eredivisie,523907
2008/2009,2,0,Netherlands Eredivisie,523908
2008/2009,0,0,Netherlands Eredivisie,523909
2008/2009,2,1,Netherlands Eredivisie,523910
2008/2009,1,0,Netherlands Eredivisie,523668
2008/2009,1,1,Netherlands Eredivisie,523669
2008/2009,1,1,Netherlands Eredivisie,523670
2008/2009,1,0,Netherlands Eredivisie,523671
2008/2009,2,2,Netherlands Eredivisie,523672
2008/2009,2,0,Netherlands Eredivisie,523673
2008/2009,2,1,Netherlands Eredivisie,523674
2008/2009,1,2,Netherlands Eredivisie,523675
2008/2009,0,3,Netherlands Eredivisie,523676
2008/2009,0,1,Netherlands Eredivisie,523911
2008/2009,2,2,Netherlands Eredivisie,523912
2008/2009,1,2,Netherlands Eredivisie,523913
2008/2009,2,0,Netherlands Eredivisie,523914
2008/2009,4,2,Netherlands Eredivisie,523915
2008/2009,2,3,Netherlands Eredivisie,523916
2008/2009,1,0,Netherlands Eredivisie,523917
2008/2009,5,1,Netherlands Eredivisie,523918
2008/2009,7,0,Netherlands Eredivisie,523919
2008/2009,4,0,Netherlands Eredivisie,523920
2008/2009,1,1,Netherlands Eredivisie,523921
2008/2009,1,2,Netherlands Eredivisie,523922
2008/2009,0,1,Netherlands Eredivisie,523923
2008/2009,1,0,Netherlands Eredivisie,523924
2008/2009,3,3,Netherlands Eredivisie,523925
2008/2009,2,1,Netherlands Eredivisie,523926
2008/2009,3,0,Netherlands Eredivisie,523927
2008/2009,6,2,Netherlands Eredivisie,523928
2008/2009,0,0,Netherlands Eredivisie,523929
2008/2009,1,1,Netherlands Eredivisie,523930
2008/2009,2,3,Netherlands Eredivisie,523931
2008/2009,1,1,Netherlands Eredivisie,523932
2008/2009,0,2,Netherlands Eredivisie,523933
2008/2009,2,3,Netherlands Eredivisie,523934
2008/2009,6,1,Netherlands Eredivisie,523935
2008/2009,1,1,Netherlands Eredivisie,523936
2008/2009,0,0,Netherlands Eredivisie,523937
2008/2009,1,0,Netherlands Eredivisie,523938
2008/2009,0,1,Netherlands Eredivisie,523939
2008/2009,2,2,Netherlands Eredivisie,523940
2008/2009,3,0,Netherlands Eredivisie,523941
2008/2009,4,0,Netherlands Eredivisie,523942
2008/2009,2,2,Netherlands Eredivisie,523943
2008/2009,0,1,Netherlands Eredivisie,523944
2008/2009,1,1,Netherlands Eredivisie,523945
2008/2009,0,1,Netherlands Eredivisie,523946
2008/2009,1,0,Netherlands Eredivisie,523947
2008/2009,1,1,Netherlands Eredivisie,523948
2008/2009,0,3,Netherlands Eredivisie,523949
2008/2009,1,0,Netherlands Eredivisie,523950
2008/2009,3,1,Netherlands Eredivisie,523951
2008/2009,3,1,Netherlands Eredivisie,523952
2008/2009,2,3,Netherlands Eredivisie,523953
2008/2009,1,1,Netherlands Eredivisie,523954
2008/2009,2,2,Netherlands Eredivisie,523955
2008/2009,1,0,Netherlands Eredivisie,523677
2008/2009,4,2,Netherlands Eredivisie,523678
2008/2009,3,0,Netherlands Eredivisie,523679
2008/2009,2,5,Netherlands Eredivisie,523680
2008/2009,0,0,Netherlands Eredivisie,523681
2008/2009,3,0,Netherlands Eredivisie,523682
2008/2009,2,2,Netherlands Eredivisie,523683
2008/2009,1,1,Netherlands Eredivisie,523684
2008/2009,3,1,Netherlands Eredivisie,523685
2008/2009,6,0,Netherlands Eredivisie,523686
2008/2009,2,2,Netherlands Eredivisie,523687
2008/2009,3,0,Netherlands Eredivisie,523688
2008/2009,2,0,Netherlands Eredivisie,523689
2008/2009,3,0,Netherlands Eredivisie,523690
2008/2009,3,0,Netherlands Eredivisie,523691
2008/2009,2,4,Netherlands Eredivisie,523692
2008/2009,0,2,Netherlands Eredivisie,523693
2008/2009,5,2,Netherlands Eredivisie,523694
2008/2009,2,0,Netherlands Eredivisie,523695
2008/2009,2,0,Netherlands Eredivisie,523696
2008/2009,2,2,Netherlands Eredivisie,523697
2008/2009,2,1,Netherlands Eredivisie,523698
2008/2009,1,0,Netherlands Eredivisie,523699
2008/2009,3,1,Netherlands Eredivisie,523700
2008/2009,0,2,Netherlands Eredivisie,523701
2008/2009,1,0,Netherlands Eredivisie,523702
2008/2009,1,0,Netherlands Eredivisie,523703
2008/2009,3,1,Netherlands Eredivisie,523704
2008/2009,3,0,Netherlands Eredivisie,523705
2008/2009,3,0,Netherlands Eredivisie,523706
2008/2009,1,1,Netherlands Eredivisie,523707
2008/2009,2,3,Netherlands Eredivisie,523708
2008/2009,2,2,Netherlands Eredivisie,523709
2008/2009,2,0,Netherlands Eredivisie,523710
2008/2009,0,0,Netherlands Eredivisie,523711
2008/2009,0,2,Netherlands Eredivisie,523712
2008/2009,2,2,Netherlands Eredivisie,523713
2008/2009,0,2,Netherlands Eredivisie,523714
2008/2009,0,2,Netherlands Eredivisie,523715
2008/2009,0,1,Netherlands Eredivisie,523716
2008/2009,2,1,Netherlands Eredivisie,523717
2008/2009,2,2,Netherlands Eredivisie,523718
2008/2009,1,3,Netherlands Eredivisie,523719
2008/2009,0,2,Netherlands Eredivisie,523720
2008/2009,0,2,Netherlands Eredivisie,523721
2008/2009,0,2,Netherlands Eredivisie,523722
2008/2009,1,0,Netherlands Eredivisie,523723
2008/2009,2,0,Netherlands Eredivisie,523724
2008/2009,3,3,Netherlands Eredivisie,523725
2008/2009,3,1,Netherlands Eredivisie,523726
2008/2009,0,4,Netherlands Eredivisie,523727
2008/2009,0,2,Netherlands Eredivisie,523728
2008/2009,3,1,Netherlands Eredivisie,523729
2008/2009,2,0,Netherlands Eredivisie,523730
2009/2010,3,1,Netherlands Eredivisie,662248
2009/2010,0,1,Netherlands Eredivisie,662249
2009/2010,0,2,Netherlands Eredivisie,662250
2009/2010,3,2,Netherlands Eredivisie,662251
2009/2010,3,3,Netherlands Eredivisie,662252
2009/2010,2,0,Netherlands Eredivisie,662253
2009/2010,1,2,Netherlands Eredivisie,662254
2009/2010,0,2,Netherlands Eredivisie,662255
2009/2010,0,0,Netherlands Eredivisie,662550
2009/2010,1,0,Netherlands Eredivisie,662328
2009/2010,4,0,Netherlands Eredivisie,662329
2009/2010,3,2,Netherlands Eredivisie,662330
2009/2010,4,0,Netherlands Eredivisie,662331
2009/2010,0,1,Netherlands Eredivisie,662332
2009/2010,2,1,Netherlands Eredivisie,662333
2009/2010,1,1,Netherlands Eredivisie,662334
2009/2010,0,0,Netherlands Eredivisie,662335
2009/2010,1,1,Netherlands Eredivisie,662336
2009/2010,2,1,Netherlands Eredivisie,662337
2009/2010,1,0,Netherlands Eredivisie,662338
2009/2010,4,0,Netherlands Eredivisie,662339
2009/2010,2,3,Netherlands Eredivisie,662340
2009/2010,1,0,Netherlands Eredivisie,662341
2009/2010,0,2,Netherlands Eredivisie,662342
2009/2010,4,1,Netherlands Eredivisie,662343
2009/2010,0,4,Netherlands Eredivisie,662344
2009/2010,2,4,Netherlands Eredivisie,662345
2009/2010,1,1,Netherlands Eredivisie,662346
2009/2010,1,0,Netherlands Eredivisie,662347
2009/2010,3,0,Netherlands Eredivisie,662348
2009/2010,1,2,Netherlands Eredivisie,662349
2009/2010,0,1,Netherlands Eredivisie,662350
2009/2010,5,1,Netherlands Eredivisie,662351
2009/2010,0,1,Netherlands Eredivisie,662352
2009/2010,2,0,Netherlands Eredivisie,662353
2009/2010,3,1,Netherlands Eredivisie,662354
2009/2010,4,1,Netherlands Eredivisie,662355
2009/2010,2,0,Netherlands Eredivisie,662356
2009/2010,1,2,Netherlands Eredivisie,662357
2009/2010,0,1,Netherlands Eredivisie,662358
2009/2010,1,0,Netherlands Eredivisie,662359
2009/2010,2,3,Netherlands Eredivisie,662360
2009/2010,1,1,Netherlands Eredivisie,662361
2009/2010,1,5,Netherlands Eredivisie,662362
2009/2010,4,0,Netherlands Eredivisie,662363
2009/2010,1,0,Netherlands Eredivisie,662364
2009/2010,2,4,Netherlands Eredivisie,662365
2009/2010,3,1,Netherlands Eredivisie,662366
2009/2010,3,3,Netherlands Eredivisie,662367
2009/2010,4,0,Netherlands Eredivisie,662368
2009/2010,5,1,Netherlands Eredivisie,662369
2009/2010,0,0,Netherlands Eredivisie,662370
2009/2010,1,1,Netherlands Eredivisie,662371
2009/2010,5,0,Netherlands Eredivisie,662372
2009/2010,2,3,Netherlands Eredivisie,662373
2009/2010,3,1,Netherlands Eredivisie,662374
2009/2010,1,3,Netherlands Eredivisie,662375
2009/2010,2,0,Netherlands Eredivisie,662376
2009/2010,3,2,Netherlands Eredivisie,662377
2009/2010,1,5,Netherlands Eredivisie,662378
2009/2010,3,1,Netherlands Eredivisie,662379
2009/2010,0,2,Netherlands Eredivisie,662380
2009/2010,2,2,Netherlands Eredivisie,662381
2009/2010,1,1,Netherlands Eredivisie,662382
2009/2010,1,2,Netherlands Eredivisie,662383
2009/2010,2,1,Netherlands Eredivisie,662384
2009/2010,3,1,Netherlands Eredivisie,662385
2009/2010,0,2,Netherlands Eredivisie,662386
2009/2010,2,0,Netherlands Eredivisie,662387
2009/2010,3,4,Netherlands Eredivisie,662388
2009/2010,2,2,Netherlands Eredivisie,662389
2009/2010,3,1,Netherlands Eredivisie,662390
2009/2010,3,0,Netherlands Eredivisie,662391
2009/2010,1,0,Netherlands Eredivisie,662392
2009/2010,0,2,Netherlands Eredivisie,662393
2009/2010,3,1,Netherlands Eredivisie,662394
2009/2010,3,0,Netherlands Eredivisie,662395
2009/2010,2,2,Netherlands Eredivisie,662396
2009/2010,1,3,Netherlands Eredivisie,662397
2009/2010,2,4,Netherlands Eredivisie,662398
2009/2010,1,4,Netherlands Eredivisie,662399
2009/2010,1,0,Netherlands Eredivisie,662400
2009/2010,4,1,Netherlands Eredivisie,662401
2009/2010,3,0,Netherlands Eredivisie,662402
2009/2010,1,0,Netherlands Eredivisie,662403
2009/2010,0,1,Netherlands Eredivisie,662404
2009/2010,0,0,Netherlands Eredivisie,662405
2009/2010,2,1,Netherlands Eredivisie,662406
2009/2010,1,1,Netherlands Eredivisie,662407
2009/2010,2,0,Netherlands Eredivisie,662408
2009/2010,3,0,Netherlands Eredivisie,662409
2009/2010,4,2,Netherlands Eredivisie,662410
2009/2010,2,0,Netherlands Eredivisie,662411
2009/2010,0,1,Netherlands Eredivisie,662412
2009/2010,1,2,Netherlands Eredivisie,662413
2009/2010,1,0,Netherlands Eredivisie,662414
2009/2010,0,0,Netherlands Eredivisie,662415
2009/2010,0,0,Netherlands Eredivisie,662416
2009/2010,1,1,Netherlands Eredivisie,662417
2009/2010,4,1,Netherlands Eredivisie,662256
2009/2010,1,1,Netherlands Eredivisie,662257
2009/2010,4,1,Netherlands Eredivisie,662258
2009/2010,2,0,Netherlands Eredivisie,662259
2009/2010,0,0,Netherlands Eredivisie,662260
2009/2010,1,1,Netherlands Eredivisie,662261
2009/2010,1,0,Netherlands Eredivisie,662262
2009/2010,0,0,Netherlands Eredivisie,662263
2009/2010,2,2,Netherlands Eredivisie,662264
2009/2010,2,0,Netherlands Eredivisie,662418
2009/2010,2,1,Netherlands Eredivisie,662419
2009/2010,1,0,Netherlands Eredivisie,662420
2009/2010,0,1,Netherlands Eredivisie,662421
2009/2010,2,1,Netherlands Eredivisie,662422
2009/2010,0,0,Netherlands Eredivisie,662423
2009/2010,1,1,Netherlands Eredivisie,662424
2009/2010,2,0,Netherlands Eredivisie,662425
2009/2010,0,0,Netherlands Eredivisie,662426
2009/2010,2,1,Netherlands Eredivisie,662427
2009/2010,1,1,Netherlands Eredivisie,662428
2009/2010,2,0,Netherlands Eredivisie,662429
2009/2010,3,1,Netherlands Eredivisie,662430
2009/2010,2,1,Netherlands Eredivisie,662431
2009/2010,4,0,Netherlands Eredivisie,662432
2009/2010,2,0,Netherlands Eredivisie,662433
2009/2010,1,1,Netherlands Eredivisie,662434
2009/2010,0,1,Netherlands Eredivisie,662435
2009/2010,1,2,Netherlands Eredivisie,662436
2009/2010,2,0,Netherlands Eredivisie,662437
2009/2010,2,0,Netherlands Eredivisie,662438
2009/2010,2,1,Netherlands Eredivisie,662439
2009/2010,4,3,Netherlands Eredivisie,662440
2009/2010,3,0,Netherlands Eredivisie,662441
2009/2010,1,2,Netherlands Eredivisie,662442
2009/2010,0,1,Netherlands Eredivisie,662443
2009/2010,2,0,Netherlands Eredivisie,662444
2009/2010,4,2,Netherlands Eredivisie,662445
2009/2010,0,2,Netherlands Eredivisie,662446
2009/2010,1,2,Netherlands Eredivisie,662447
2009/2010,2,0,Netherlands Eredivisie,662448
2009/2010,3,0,Netherlands Eredivisie,662449
2009/2010,0,0,Netherlands Eredivisie,662450
2009/2010,2,0,Netherlands Eredivisie,662451
2009/2010,2,1,Netherlands Eredivisie,662452
2009/2010,0,1,Netherlands Eredivisie,662453
2009/2010,1,0,Netherlands Eredivisie,662454
2009/2010,1,1,Netherlands Eredivisie,662455
2009/2010,2,1,Netherlands Eredivisie,662456
2009/2010,0,2,Netherlands Eredivisie,662457
2009/2010,3,3,Netherlands Eredivisie,662458
2009/2010,4,0,Netherlands Eredivisie,662459
2009/2010,2,2,Netherlands Eredivisie,662460
2009/2010,1,2,Netherlands Eredivisie,662461
2009/2010,0,2,Netherlands Eredivisie,662462
2009/2010,1,2,Netherlands Eredivisie,662463
2009/2010,5,1,Netherlands Eredivisie,662464
2009/2010,1,2,Netherlands Eredivisie,662465
2009/2010,0,3,Netherlands Eredivisie,662466
2009/2010,2,1,Netherlands Eredivisie,662467
2009/2010,4,0,Netherlands Eredivisie,662468
2009/2010,2,1,Netherlands Eredivisie,662469
2009/2010,2,2,Netherlands Eredivisie,662470
2009/2010,2,3,Netherlands Eredivisie,662471
2009/2010,4,1,Netherlands Eredivisie,662472
2009/2010,1,1,Netherlands Eredivisie,662473
2009/2010,2,1,Netherlands Eredivisie,662474
2009/2010,3,2,Netherlands Eredivisie,662475
2009/2010,2,4,Netherlands Eredivisie,662476
2009/2010,0,1,Netherlands Eredivisie,662477
2009/2010,1,0,Netherlands Eredivisie,662478
2009/2010,0,3,Netherlands Eredivisie,662479
2009/2010,1,0,Netherlands Eredivisie,662480
2009/2010,3,1,Netherlands Eredivisie,662481
2009/2010,0,2,Netherlands Eredivisie,662482
2009/2010,6,2,Netherlands Eredivisie,662483
2009/2010,0,3,Netherlands Eredivisie,662484
2009/2010,0,1,Netherlands Eredivisie,662485
2009/2010,4,1,Netherlands Eredivisie,662486
2009/2010,0,1,Netherlands Eredivisie,662487
2009/2010,1,1,Netherlands Eredivisie,662488
2009/2010,3,1,Netherlands Eredivisie,662489
2009/2010,1,1,Netherlands Eredivisie,662490
2009/2010,4,1,Netherlands Eredivisie,662491
2009/2010,2,1,Netherlands Eredivisie,662492
2009/2010,0,3,Netherlands Eredivisie,662493
2009/2010,0,0,Netherlands Eredivisie,662494
2009/2010,1,5,Netherlands Eredivisie,662495
2009/2010,0,1,Netherlands Eredivisie,662496
2009/2010,1,0,Netherlands Eredivisie,662497
2009/2010,3,0,Netherlands Eredivisie,662498
2009/2010,3,0,Netherlands Eredivisie,662499
2009/2010,2,1,Netherlands Eredivisie,662500
2009/2010,3,0,Netherlands Eredivisie,662501
2009/2010,4,2,Netherlands Eredivisie,662502
2009/2010,3,2,Netherlands Eredivisie,662503
2009/2010,3,0,Netherlands Eredivisie,662504
2009/2010,2,0,Netherlands Eredivisie,662505
2009/2010,0,0,Netherlands Eredivisie,662506
2009/2010,2,4,Netherlands Eredivisie,662507
2009/2010,1,0,Netherlands Eredivisie,662265
2009/2010,0,6,Netherlands Eredivisie,662266
2009/2010,2,1,Netherlands Eredivisie,662267
2009/2010,0,1,Netherlands Eredivisie,662268
2009/2010,4,3,Netherlands Eredivisie,662269
2009/2010,1,0,Netherlands Eredivisie,662270
2009/2010,2,2,Netherlands Eredivisie,662271
2009/2010,1,2,Netherlands Eredivisie,662272
2009/2010,0,1,Netherlands Eredivisie,662273
2009/2010,3,0,Netherlands Eredivisie,662508
2009/2010,4,1,Netherlands Eredivisie,662509
2009/2010,5,1,Netherlands Eredivisie,662510
2009/2010,2,0,Netherlands Eredivisie,662511
2009/2010,0,2,Netherlands Eredivisie,662512
2009/2010,0,0,Netherlands Eredivisie,662513
2009/2010,0,1,Netherlands Eredivisie,662514
2009/2010,0,1,Netherlands Eredivisie,662515
2009/2010,2,0,Netherlands Eredivisie,662516
2009/2010,4,1,Netherlands Eredivisie,662517
2009/2010,2,0,Netherlands Eredivisie,662518
2009/2010,1,1,Netherlands Eredivisie,662519
2009/2010,0,0,Netherlands Eredivisie,662520
2009/2010,1,0,Netherlands Eredivisie,662521
2009/2010,0,0,Netherlands Eredivisie,662522
2009/2010,7,0,Netherlands Eredivisie,662523
2009/2010,0,2,Netherlands Eredivisie,662524
2009/2010,4,0,Netherlands Eredivisie,662525
2009/2010,1,1,Netherlands Eredivisie,662526
2009/2010,1,0,Netherlands Eredivisie,662527
2009/2010,4,1,Netherlands Eredivisie,662528
2009/2010,2,2,Netherlands Eredivisie,662529
2009/2010,3,0,Netherlands Eredivisie,662530
2009/2010,0,2,Netherlands Eredivisie,662531
2009/2010,4,2,Netherlands Eredivisie,662532
2009/2010,1,1,Netherlands Eredivisie,662533
2009/2010,2,3,Netherlands Eredivisie,662534
2009/2010,3,1,Netherlands Eredivisie,662535
2009/2010,0,0,Netherlands Eredivisie,662536
2009/2010,4,0,Netherlands Eredivisie,662537
2009/2010,2,5,Netherlands Eredivisie,662538
2009/2010,2,0,Netherlands Eredivisie,662539
2009/2010,0,3,Netherlands Eredivisie,662540
2009/2010,0,3,Netherlands Eredivisie,662541
2009/2010,4,0,Netherlands Eredivisie,662542
2009/2010,2,0,Netherlands Eredivisie,662543
2009/2010,6,2,Netherlands Eredivisie,662544
2009/2010,3,2,Netherlands Eredivisie,662545
2009/2010,1,2,Netherlands Eredivisie,662546
2009/2010,2,2,Netherlands Eredivisie,662547
2009/2010,1,4,Netherlands Eredivisie,662548
2009/2010,1,1,Netherlands Eredivisie,662549
2009/2010,0,2,Netherlands Eredivisie,662551
2009/2010,3,1,Netherlands Eredivisie,662552
2009/2010,4,2,Netherlands Eredivisie,662553
2009/2010,1,1,Netherlands Eredivisie,662274
2009/2010,1,3,Netherlands Eredivisie,662275
2009/2010,2,1,Netherlands Eredivisie,662276
2009/2010,0,1,Netherlands Eredivisie,662277
2009/2010,2,2,Netherlands Eredivisie,662278
2009/2010,3,1,Netherlands Eredivisie,662279
2009/2010,0,2,Netherlands Eredivisie,662280
2009/2010,0,0,Netherlands Eredivisie,662281
2009/2010,4,0,Netherlands Eredivisie,662282
2009/2010,3,4,Netherlands Eredivisie,662283
2009/2010,0,2,Netherlands Eredivisie,662284
2009/2010,2,0,Netherlands Eredivisie,662285
2009/2010,1,1,Netherlands Eredivisie,662286
2009/2010,2,1,Netherlands Eredivisie,662287
2009/2010,1,1,Netherlands Eredivisie,662288
2009/2010,2,0,Netherlands Eredivisie,662289
2009/2010,0,2,Netherlands Eredivisie,662290
2009/2010,0,3,Netherlands Eredivisie,662291
2009/2010,3,0,Netherlands Eredivisie,662292
2009/2010,0,1,Netherlands Eredivisie,662293
2009/2010,3,2,Netherlands Eredivisie,662294
2009/2010,2,1,Netherlands Eredivisie,662295
2009/2010,6,0,Netherlands Eredivisie,662296
2009/2010,2,2,Netherlands Eredivisie,662297
2009/2010,2,3,Netherlands Eredivisie,662298
2009/2010,1,0,Netherlands Eredivisie,662299
2009/2010,1,0,Netherlands Eredivisie,662300
2009/2010,2,1,Netherlands Eredivisie,662301
2009/2010,3,1,Netherlands Eredivisie,662302
2009/2010,2,0,Netherlands Eredivisie,662303
2009/2010,0,1,Netherlands Eredivisie,662304
2009/2010,1,1,Netherlands Eredivisie,662305
2009/2010,0,2,Netherlands Eredivisie,662306
2009/2010,1,3,Netherlands Eredivisie,662307
2009/2010,0,1,Netherlands Eredivisie,662308
2009/2010,0,4,Netherlands Eredivisie,662309
2009/2010,3,1,Netherlands Eredivisie,662310
2009/2010,2,1,Netherlands Eredivisie,662311
2009/2010,4,1,Netherlands Eredivisie,662312
2009/2010,1,0,Netherlands Eredivisie,662313
2009/2010,3,0,Netherlands Eredivisie,662314
2009/2010,0,2,Netherlands Eredivisie,662315
2009/2010,0,2,Netherlands Eredivisie,662316
2009/2010,0,2,Netherlands Eredivisie,662317
2009/2010,1,0,Netherlands Eredivisie,662318
2009/2010,2,0,Netherlands Eredivisie,662319
2009/2010,3,0,Netherlands Eredivisie,662320
2009/2010,1,1,Netherlands Eredivisie,662321
2009/2010,1,0,Netherlands Eredivisie,662322
2009/2010,1,1,Netherlands Eredivisie,662323
2009/2010,1,1,Netherlands Eredivisie,662324
2009/2010,2,2,Netherlands Eredivisie,662325
2009/2010,0,0,Netherlands Eredivisie,662326
2009/2010,1,3,Netherlands Eredivisie,662327
2010/2011,0,0,Netherlands Eredivisie,836091
2010/2011,3,0,Netherlands Eredivisie,836092
2010/2011,1,0,Netherlands Eredivisie,836093
2010/2011,1,3,Netherlands Eredivisie,836094
2010/2011,3,0,Netherlands Eredivisie,836095
2010/2011,3,1,Netherlands Eredivisie,836096
2010/2011,3,1,Netherlands Eredivisie,836097
2010/2011,1,1,Netherlands Eredivisie,836098
2010/2011,2,2,Netherlands Eredivisie,836099
2010/2011,1,2,Netherlands Eredivisie,836297
2010/2011,3,2,Netherlands Eredivisie,836299
2010/2011,1,1,Netherlands Eredivisie,836300
2010/2011,2,0,Netherlands Eredivisie,836303
2010/2011,10,0,Netherlands Eredivisie,836306
2010/2011,1,4,Netherlands Eredivisie,836309
2010/2011,3,2,Netherlands Eredivisie,836313
2010/2011,2,2,Netherlands Eredivisie,836320
2010/2011,3,0,Netherlands Eredivisie,836321
2010/2011,1,1,Netherlands Eredivisie,836325
2010/2011,4,1,Netherlands Eredivisie,836326
2010/2011,1,3,Netherlands Eredivisie,836328
2010/2011,3,1,Netherlands Eredivisie,836330
2010/2011,3,0,Netherlands Eredivisie,836332
2010/2011,0,2,Netherlands Eredivisie,836335
2010/2011,3,1,Netherlands Eredivisie,836337
2010/2011,2,1,Netherlands Eredivisie,836339
2010/2011,2,0,Netherlands Eredivisie,836341
2010/2011,2,0,Netherlands Eredivisie,836344
2010/2011,0,1,Netherlands Eredivisie,836346
2010/2011,3,5,Netherlands Eredivisie,836348
2010/2011,0,2,Netherlands Eredivisie,836349
2010/2011,1,4,Netherlands Eredivisie,836351
2010/2011,2,2,Netherlands Eredivisie,836352
2010/2011,2,1,Netherlands Eredivisie,836354
2010/2011,1,0,Netherlands Eredivisie,836357
2010/2011,0,0,Netherlands Eredivisie,836359
2010/2011,1,4,Netherlands Eredivisie,836361
2010/2011,2,1,Netherlands Eredivisie,836364
2010/2011,2,1,Netherlands Eredivisie,836367
2010/2011,3,2,Netherlands Eredivisie,836368
2010/2011,1,4,Netherlands Eredivisie,836370
2010/2011,0,1,Netherlands Eredivisie,836373
2010/2011,1,2,Netherlands Eredivisie,836375
2010/2011,1,1,Netherlands Eredivisie,836376
2010/2011,1,1,Netherlands Eredivisie,836378
2010/2011,3,0,Netherlands Eredivisie,836381
2010/2011,4,2,Netherlands Eredivisie,836383
2010/2011,2,1,Netherlands Eredivisie,836386
2010/2011,0,1,Netherlands Eredivisie,836388
2010/2011,1,1,Netherlands Eredivisie,836391
2010/2011,1,1,Netherlands Eredivisie,836393
2010/2011,1,5,Netherlands Eredivisie,836394
2010/2011,2,2,Netherlands Eredivisie,836396
2010/2011,2,0,Netherlands Eredivisie,836398
2010/2011,2,0,Netherlands Eredivisie,836402
2010/2011,3,1,Netherlands Eredivisie,836403
2010/2011,1,0,Netherlands Eredivisie,836405
2010/2011,1,2,Netherlands Eredivisie,836407
2010/2011,4,0,Netherlands Eredivisie,836410
2010/2011,0,0,Netherlands Eredivisie,836411
2010/2011,2,0,Netherlands Eredivisie,836412
2010/2011,3,0,Netherlands Eredivisie,836413
2010/2011,5,0,Netherlands Eredivisie,836415
2010/2011,4,2,Netherlands Eredivisie,836427
2010/2011,1,1,Netherlands Eredivisie,836428
2010/2011,1,0,Netherlands Eredivisie,836430
2010/2011,2,2,Netherlands Eredivisie,836432
2010/2011,2,4,Netherlands Eredivisie,836435
2010/2011,2,1,Netherlands Eredivisie,836445
2010/2011,0,2,Netherlands Eredivisie,836446
2010/2011,2,1,Netherlands Eredivisie,836448
2010/2011,1,1,Netherlands Eredivisie,836449
2010/2011,4,1,Netherlands Eredivisie,836451
2010/2011,5,2,Netherlands Eredivisie,836454
2010/2011,2,1,Netherlands Eredivisie,836456
2010/2011,2,0,Netherlands Eredivisie,836459
2010/2011,1,3,Netherlands Eredivisie,836462
2010/2011,0,4,Netherlands Eredivisie,836464
2010/2011,1,1,Netherlands Eredivisie,836466
2010/2011,1,1,Netherlands Eredivisie,836467
2010/2011,0,2,Netherlands Eredivisie,836469
2010/2011,2,2,Netherlands Eredivisie,836473
2010/2011,3,1,Netherlands Eredivisie,836475
2010/2011,0,0,Netherlands Eredivisie,836477
2010/2011,1,1,Netherlands Eredivisie,836479
2010/2011,3,1,Netherlands Eredivisie,836481
2010/2011,0,1,Netherlands Eredivisie,836483
2010/2011,2,0,Netherlands Eredivisie,836486
2010/2011,6,2,Netherlands Eredivisie,836488
2010/2011,1,0,Netherlands Eredivisie,836490
2010/2011,5,0,Netherlands Eredivisie,836491
2010/2011,2,2,Netherlands Eredivisie,836492
2010/2011,2,1,Netherlands Eredivisie,836494
2010/2011,4,0,Netherlands Eredivisie,836496
2010/2011,1,1,Netherlands Eredivisie,836498
2010/2011,2,0,Netherlands Eredivisie,836501
2010/2011,1,2,Netherlands Eredivisie,836502
2010/2011,2,2,Netherlands Eredivisie,836505
2010/2011,3,1,Netherlands Eredivisie,836507
2010/2011,6,0,Netherlands Eredivisie,836100
2010/2011,1,0,Netherlands Eredivisie,836101
2010/2011,4,2,Netherlands Eredivisie,836102
2010/2011,1,1,Netherlands Eredivisie,836103
2010/2011,0,0,Netherlands Eredivisie,836104
2010/2011,3,1,Netherlands Eredivisie,836105
2010/2011,3,2,Netherlands Eredivisie,836106
2010/2011,3,5,Netherlands Eredivisie,836107
2010/2011,1,3,Netherlands Eredivisie,836108
2010/2011,3,1,Netherlands Eredivisie,836512
2010/2011,2,2,Netherlands Eredivisie,836514
2010/2011,1,0,Netherlands Eredivisie,836516
2010/2011,0,0,Netherlands Eredivisie,836518
2010/2011,0,1,Netherlands Eredivisie,836520
2010/2011,3,0,Netherlands Eredivisie,836522
2010/2011,3,0,Netherlands Eredivisie,836524
2010/2011,1,2,Netherlands Eredivisie,836526
2010/2011,0,3,Netherlands Eredivisie,836531
2010/2011,1,1,Netherlands Eredivisie,836532
2010/2011,0,0,Netherlands Eredivisie,836537
2010/2011,5,2,Netherlands Eredivisie,836540
2010/2011,6,1,Netherlands Eredivisie,836542
2010/2011,2,1,Netherlands Eredivisie,836544
2010/2011,0,3,Netherlands Eredivisie,836551
2010/2011,1,4,Netherlands Eredivisie,836553
2010/2011,1,5,Netherlands Eredivisie,836555
2010/2011,2,1,Netherlands Eredivisie,836557
2010/2011,2,0,Netherlands Eredivisie,836559
2010/2011,0,0,Netherlands Eredivisie,836569
2010/2011,3,0,Netherlands Eredivisie,836570
2010/2011,0,1,Netherlands Eredivisie,836572
2010/2011,2,1,Netherlands Eredivisie,836575
2010/2011,7,1,Netherlands Eredivisie,836578
